rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
5,24,109543,0.0063612575025297925,0.19101006734364334,0.18464880984111354,13,3031,595,0
7,21,69155,0.04473723069418632,0.22855908997632698,0.18382185928214068,13,3031,595,0
4,20,51150,0.0,0.17485219097895827,0.17485219097895827,13,3031,595,0
5,17,73158,0.2396153117389763,0.4131533406667444,0.17353802892776812,13,3031,595,0
6,25,79610,0.2587825688165295,0.42368822209935486,0.16490565328282536,13,3031,595,0
3,18,66919,0.06791975693156552,0.22652093689915456,0.15860117996758905,13,3031,595,0
6,23,65717,0.000324001892853548,0.15624139388553498,0.15591739199268143,13,3031,595,0
5,19,26867,0.04549115352259681,0.2013032052349669,0.1558120517123701,13,3031,595,0
7,23,106637,0.037391199898180925,0.19262895147049783,0.1552377515723169,13,3031,595,0
6,24,120112,0.1352380362482664,0.28856899255891266,0.15333095631064625,13,3031,595,0
4,22,115974,0.0027064704720272744,0.15472692398062463,0.15202045350859736,13,3031,595,0
8,23,130320,0.00011263399847524512,0.15122901915902948,0.15111638516055423,13,3031,595,0
9,23,90942,0.12089984548044731,0.2653838700016352,0.14448402452118791,13,3031,595,0
5,22,17423,0.00040879692011893374,0.14085596053369714,0.1404471636135782,13,3031,595,0
7,25,22193,0.002993760683079594,0.14194256842960906,0.13894880774652946,13,3031,595,0
8,21,19646,0.003501513046826216,0.142441683910717,0.13894017086389077,13,3031,595,0
3,16,90536,0.047547899129511295,0.18410274284933986,0.13655484371982857,13,3031,595,0
8,25,23070,0.02927805023860676,0.15870562469088975,0.12942757445228298,13,3031,595,0
7,24,41895,0.021525535015111237,0.14922894071243517,0.12770340569732394,13,3031,595,0
9,21,32238,0.000244316500436469,0.12520411707586585,0.12495980057542938,13,3031,595,0
10,23,43208,0.06633085134729619,0.19070311497049872,0.12437226362320253,13,3031,595,0
6,19,91398,0.002179700420215724,0.12610348825580758,0.12392378783559185,13,3031,595,0
11,23,87744,0.016649318026739073,0.14029458550762025,0.12364526748088117,13,3031,595,0
9,25,74501,0.007334869932319124,0.12955455310096314,0.12221968316864402,13,3031,595,0
12,23,102308,0.004231156416820906,0.12594981245134695,0.12171865603452604,13,3031,595,0
10,25,58989,0.022956673091693025,0.14463155735330477,0.12167488426161174,13,3031,595,0
11,25,72863,0.08608291634611206,0.20545648128931052,0.11937356494319845,13,3031,595,0
5,20,38434,0.0020527962662922564,0.12050976367382618,0.11845696740753392,13,3031,595,0
6,22,102970,0.0428762432341155,0.16111470228613411,0.11823845905201862,13,3031,595,0
8,24,88641,0.0007426895008623703,0.11851273086174527,0.1177700413608829,13,3031,595,0
12,25,32027,0.03317299834833294,0.149612126493148,0.11643912814481507,13,3031,595,0
13,25,95486,0.0010560361584023951,0.11747165403283125,0.11641561787442885,13,3031,595,0
10,21,72872,0.0015777428747497995,0.11724876685814187,0.11567102398339207,13,3031,595,0
11,21,124609,0.01964942590816869,0.13496181433206642,0.11531238842389772,13,3031,595,0
14,25,74034,0.0008309092174454252,0.11516181119139951,0.11433090197395408,13,3031,595,0
9,24,54210,0.030791760056396382,0.14467549822240672,0.11388373816601033,13,3031,595,0
7,19,95500,0.0017531738718592313,0.11442678415334664,0.11267361028148741,13,3031,595,0
15,25,38099,0.003688858660638723,0.11584232462928493,0.1121534659686462,13,3031,595,0
7,22,76179,0.03037932385447972,0.14236986878494817,0.11199054493046845,13,3031,595,0
16,25,63867,6.190460292022793e-05,0.11183276583400367,0.11177086123108344,13,3031,595,0
