rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
1,25,80629,6.401193910588335,9.907500326990302,3.5063064164019675,14,3121,671,0
1,24,102449,5.278830729977112,8.369037874423348,3.0902071444462367,14,3121,671,0
1,23,49555,4.244171254253376,6.683730645644588,2.439559391391212,14,3121,671,0
1,22,110585,2.6840069831378175,4.486490016328552,1.8024830331907342,14,3121,671,0
1,19,34467,2.7210383590468665,4.296303985277606,1.5752656262307396,14,3121,671,0
1,16,485,2.453437439842589,4.003331105903045,1.5498936660604556,14,3121,671,0
1,18,80644,2.221287749156602,3.5176851368122244,1.2963973876556225,14,3121,671,0
1,17,27390,1.2680984097650234,2.3171594559663573,1.049061046201334,14,3121,671,0
2,24,25313,0.4597049964961671,1.1816734800065771,0.7219684835104101,14,3121,671,0
1,20,15842,1.6106599344698391,2.2383009478389506,0.6276410133691115,14,3121,671,0
1,21,48010,0.09185803622918808,0.701951725474771,0.6100936892455829,14,3121,671,0
2,21,19495,1.045489585800614,1.5839630364103208,0.5384734506097069,14,3121,671,0
2,23,23812,0.2520838400598887,0.7538950137269528,0.5018111736670641,14,3121,671,0
3,21,87801,0.24859015872918566,0.7155328151461707,0.46694265641698507,14,3121,671,0
2,22,13159,0.5880715998935072,1.0252237558904025,0.4371521559968953,14,3121,671,0
3,24,99283,0.12453041480634412,0.5553735996864819,0.4308431848801378,14,3121,671,0
2,17,81357,0.685782259641338,1.068869685093588,0.38308742545224994,14,3121,671,0
2,25,85137,0.17153227468530657,0.5337172364108118,0.36218496172550524,14,3121,671,0
4,24,93739,0.10184388590942274,0.4345377792849736,0.3326938933755509,14,3121,671,0
2,19,4635,0.08161105002562012,0.41399907556003207,0.33238802553441193,14,3121,671,0
1,15,30159,1.2270113292962297,1.5546482344551618,0.32763690515893207,14,3121,671,0
4,21,83445,0.8384692681600997,1.157476957164908,0.31900768900480825,14,3121,671,0
3,19,11267,0.49695953173005236,0.8153338155290921,0.31837428379903976,14,3121,671,0
5,21,119749,0.0,0.31746727191567065,0.31746727191567065,14,3121,671,0
3,17,27487,0.00046138161484165623,0.2969612250492738,0.29649984343443214,14,3121,671,0
