rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
33,25,54807,0.0005714784077555816,0.08861607142857143,0.08804459302081585,14,3404,665,0
23,24,70539,0.012303998971797885,0.10005286654135338,0.0877488675695555,14,3404,665,0
8,19,40716,0.0,0.08764097744360902,0.08764097744360902,14,3404,665,0
24,24,26536,0.0,0.08756461466165413,0.08756461466165413,14,3404,665,0
23,23,46410,0.009599230684488837,0.09675751879699249,0.08715828811250365,14,3404,665,0
25,24,4648,0.13050822561692127,0.21749882518796992,0.08699059957104865,14,3404,665,0
9,20,49825,0.05392667633666275,0.14051926691729325,0.08659259058063049,14,3404,665,0
34,25,22193,0.005653964086368978,0.09221687030075187,0.0865629062143829,14,3404,665,0
9,19,26867,0.07635777761457109,0.16278782894736843,0.08643005133279734,14,3404,665,0
35,25,64094,9.524640129259695e-05,0.08648378759398496,0.08638854119269236,14,3404,665,0
10,20,69427,0.00044065804935370154,0.0866952537593985,0.0862545957100448,14,3404,665,0
24,23,71915,0.003934938675088132,0.08975563909774437,0.08582070042265623,14,3404,665,0
25,23,34339,0.04407957549941246,0.1297109962406015,0.08563142074118904,14,3404,665,0
36,25,93030,0.014009253819036428,0.09862546992481203,0.0846162161057756,14,3404,665,0
14,21,64668,0.0007711515863689777,0.08525023496240601,0.08447908337603703,14,3404,665,0
26,23,13095,0.0,0.08340578007518797,0.08340578007518797,14,3404,665,0
37,25,17694,0.09444197084312574,0.17762570488721804,0.08318373404409231,14,3404,665,0
11,20,14489,0.018660261824324325,0.10164473684210526,0.08298447501778093,14,3404,665,0
27,23,53372,0.004502974441833138,0.08748237781954887,0.08297940337771574,14,3404,665,0
38,25,46555,0.02803227820211516,0.11085526315789473,0.08282298495577958,14,3404,665,0
6,18,64106,0.0002937720329024677,0.0829828477443609,0.08268907571145843,14,3404,665,0
28,23,105066,0.0374364258960047,0.11946663533834587,0.08203020944234116,14,3404,665,0
26,24,66768,0.0015859099588719154,0.08317669172932331,0.0815907817704514,14,3404,665,0
15,21,119141,0.00012049243537015276,0.08129111842105263,0.08117062598568248,14,3404,665,0
27,24,101696,0.1029889009253819,0.18238369360902257,0.07939479268364066,14,3404,665,0
29,23,100774,0.012956953216803761,0.0923343515037594,0.07937739828695564,14,3404,665,0
12,20,8211,0.0,0.07899436090225564,0.07899436090225564,14,3404,665,0
28,24,1983,0.0015870575058754407,0.08046287593984962,0.07887581843397418,14,3404,665,0
29,24,107467,0.0,0.07739661654135338,0.07739661654135338,14,3404,665,0
39,25,40687,0.03990135685957697,0.11710526315789474,0.07720390629831778,14,3404,665,0
15,22,43720,0.012378589527027027,0.0895265507518797,0.07714796122485267,14,3404,665,0
