rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
1,27,85258,11.3757020251939,15.434858113751769,4.059156088557868,14,3404,665,0
2,27,107798,0.0003095134615307547,2.189580047347518,2.1892705338859875,14,3404,665,0
1,23,39242,5.660463258518531,7.5316601331514885,1.8711968746329575,14,3404,665,0
1,19,53974,3.0593531026834953,3.976891779425594,0.9175386767420988,14,3404,665,0
3,27,87482,0.0018056032256336845,0.62468365446451,0.6228780512388763,14,3404,665,0
1,15,129304,2.3008709058954993,2.855558421629359,0.5546875157338595,14,3404,665,0
1,11,40599,1.8514546373513865,2.3976677237768285,0.546213086425442,14,3404,665,0
1,7,128494,1.3844423041675786,1.8794114081947995,0.49496910402722083,14,3404,665,0
4,27,12943,0.0,0.4471982250256503,0.4471982250256503,14,3404,665,0
5,27,55110,0.0,0.42625754778500174,0.42625754778500174,14,3404,665,0
6,27,38223,0.00044192047595088867,0.4039695724934576,0.40352765201750673,14,3404,665,0
2,23,78831,0.0,0.38154508392091735,0.38154508392091735,14,3404,665,0
7,27,10082,0.033137946647423276,0.38776307974993424,0.354625133102511,14,3404,665,0
8,27,68942,0.09164607205235646,0.42447982622209895,0.3328337541697425,14,3404,665,0
9,27,53418,0.01138904492876196,0.3364426877817507,0.3250536428529887,14,3404,665,0
10,27,38114,0.0017215142705102142,0.30372150214151283,0.30199998787100263,14,3404,665,0
2,19,31362,3.264446642381387e-05,0.29585478267277104,0.29582213820634723,14,3404,665,0
11,27,57734,0.07480933371768286,0.37009446867053875,0.2952851349528559,14,3404,665,0
12,27,31772,0.11320502948832244,0.3974903464102639,0.2842853169219414,14,3404,665,0
13,27,36162,0.05451124967422739,0.3385008647539744,0.283989615079747,14,3404,665,0
14,27,121245,0.0321205959937003,0.3104435302674449,0.2783229342737446,14,3404,665,0
15,27,42586,0.007109200917956359,0.276459899977702,0.2693506990597456,14,3404,665,0
3,23,105259,0.0,0.2601323116678275,0.2601323116678275,14,3404,665,0
2,15,51640,2.803176826571826e-05,0.23468228001278088,0.23465424824451517,14,3404,665,0
4,23,59522,0.05805252166648609,0.2861711388369456,0.22811861717045953,14,3404,665,0
16,27,125460,0.24605223276712426,0.46532733624376543,0.21927510347664117,14,3404,665,0
3,19,39951,0.0019108749418129186,0.20245314898109254,0.20054227403927963,14,3404,665,0
5,23,57734,0.04277982812593107,0.2427349408844571,0.19995511275852604,14,3404,665,0
17,27,82105,0.00290832729240473,0.19432187909871626,0.19141355180631153,14,3404,665,0
6,23,40756,0.032466375811687195,0.2234313084200715,0.19096493260838432,14,3404,665,0
18,27,83857,0.0,0.1872649335060967,0.1872649335060967,14,3404,665,0
7,23,127528,0.007220069624087665,0.18563620966283498,0.1784161400387473,14,3404,665,0
19,27,103071,0.0,0.16742102624509228,0.16742102624509228,14,3404,665,0
20,27,83243,0.1154104531454435,0.2810670117092059,0.16565655856376238,14,3404,665,0
21,27,42027,0.0,0.15971058045205191,0.15971058045205191,14,3404,665,0
4,19,13897,0.04014168771604761,0.19364924099065065,0.15350755327460303,14,3404,665,0
22,27,63910,0.0,0.15199414841258663,0.15199414841258663,14,3404,665,0
8,23,70201,0.0,0.14925682920260672,0.14925682920260672,14,3404,665,0
9,23,86702,0.0010292272999375405,0.14999006783901292,0.14896084053907538,14,3404,665,0
5,19,79996,0.04264212991163839,0.19143818422690603,0.14879605431526766,14,3404,665,0
10,23,9788,0.008472618931067375,0.14742408784315095,0.13895146891208357,14,3404,665,0
11,23,48776,0.0,0.13596274855045493,0.13596274855045493,14,3404,665,0
12,23,39716,0.0,0.13486034631542337,0.13486034631542337,14,3404,665,0
13,23,17503,0.0016355286423993707,0.13341479552935595,0.13177926688695657,14,3404,665,0
23,27,90559,0.006214224410553358,0.1366851435736123,0.13047091916305895,14,3404,665,0
3,15,100456,0.011379758167056662,0.14037327459599838,0.12899351642894172,14,3404,665,0
14,23,42777,0.0,0.12838779347201204,0.12838779347201204,14,3404,665,0
24,27,124359,0.024948044569675996,0.15306064164391514,0.12811259707423914,14,3404,665,0
25,27,114143,0.0005529875331283478,0.1230901509170674,0.12253716338393905,14,3404,665,0
15,23,33639,4.170187357739677e-05,0.12029336197639966,0.12025166010282226,14,3404,665,0
26,27,124756,0.007283162418102551,0.12668607298717194,0.11940291056906939,14,3404,665,0
6,19,129598,0.0,0.11913733021064114,0.11913733021064114,14,3404,665,0
27,27,123168,3.054716235848699e-05,0.11711535305673015,0.11708480589437166,14,3404,665,0
28,27,105994,0.00016745964517254054,0.11426781585587652,0.11410035621070398,14,3404,665,0
29,27,21268,0.19014081807480118,0.3029927246547836,0.11285190657998243,14,3404,665,0
16,23,82441,0.00022371864921514307,0.1123457899593632,0.11212207131014806,14,3404,665,0
7,19,123082,0.02184273720685978,0.13196553439040856,0.11012279718354878,14,3404,665,0
8,19,124359,0.03157561748179845,0.13941944817952914,0.1078438306977307,14,3404,665,0
30,27,42709,0.03299194527462588,0.14047663938192856,0.10748469410730269,14,3404,665,0
31,27,93325,0.07494561331883413,0.18232170160823274,0.10737608828939861,14,3404,665,0
32,27,115757,0.0003453092593278924,0.10731829513869783,0.10697298587936993,14,3404,665,0
9,19,45810,0.0,0.10520422653870971,0.10520422653870971,14,3404,665,0
17,23,82857,0.011926554269791481,0.11643671324783146,0.10451015897803997,14,3404,665,0
33,27,67188,0.00011991926972170053,0.1042665341608334,0.1041466148911117,14,3404,665,0
18,23,55411,0.018439208900623335,0.12202299314315872,0.10358378424253538,14,3404,665,0
19,23,86211,4.467899324717345e-05,0.10303131062631242,0.10298663163306525,14,3404,665,0
34,27,56646,0.000571141533456902,0.10237062578983107,0.10179948425637417,14,3404,665,0
35,27,83667,0.0037618443359988757,0.10500944329124337,0.10124759895524449,14,3404,665,0
20,23,81643,0.00038050584803429746,0.10140754244999975,0.10102703660196545,14,3404,665,0
21,23,94555,0.01711140707728612,0.1173761179843996,0.10026471090711349,14,3404,665,0
36,27,66790,0.018563090985686367,0.11879335765075306,0.1002302666650667,14,3404,665,0
22,23,78285,0.05078841669328086,0.15077227345040778,0.09998385675712693,14,3404,665,0
37,27,73679,0.0699595966109537,0.16803409014978718,0.09807449353883348,14,3404,665,0
38,27,102364,0.018486217524019483,0.11582796274195899,0.09734174521793951,14,3404,665,0
23,23,117066,0.0,0.09626619280779322,0.09626619280779322,14,3404,665,0
39,27,84098,0.13325385285815333,0.22855394753730654,0.09530009467915321,14,3404,665,0
24,23,21268,0.06284802978360246,0.15472635914820349,0.09187832936460102,14,3404,665,0
40,27,21462,0.01146883975831083,0.10328384848556135,0.09181500872725053,14,3404,665,0
41,27,26394,0.0008381780990393394,0.0918336222045489,0.09099544410550955,14,3404,665,0
42,27,91884,0.1048757454934822,0.1950727473248722,0.09019700183139,14,3404,665,0
25,23,124359,0.016174317464827278,0.1058062088250014,0.08963189136017412,14,3404,665,0
43,27,125558,0.003899671933940158,0.09283093817692735,0.0889312662429872,14,3404,665,0
10,19,8213,0.0,0.08843798439951409,0.08843798439951409,14,3404,665,0
44,27,67333,0.04615252575640376,0.13345273581737122,0.08730021006096746,14,3404,665,0
45,27,88324,0.03395776850640071,0.12109329312526095,0.08713552461886023,14,3404,665,0
4,15,35233,0.032042222796292104,0.11799988163243794,0.08595765883614584,14,3404,665,0
11,19,5203,0.0008353421656396301,0.08637525204462225,0.08553990987898262,14,3404,665,0
46,27,5473,0.0007076828907697629,0.08548879604060929,0.08478111314983952,14,3404,665,0
12,19,64547,0.00013920119791119187,0.08489239907707616,0.08475319787916497,14,3404,665,0
47,27,100815,3.844903687299308e-05,0.08465136990328583,0.08461292086641284,14,3404,665,0
26,23,120422,0.001830962082286554,0.08630101866109852,0.08447005657881196,14,3404,665,0
5,15,7171,0.0011991031568547995,0.08526084403946674,0.08406174088261194,14,3404,665,0
13,19,10435,0.0008247945791289409,0.08408174541469395,0.083256950835565,14,3404,665,0
48,27,36494,0.0035972991836583567,0.08659324351619893,0.08299594433254058,14,3404,665,0
27,23,33563,0.09629927149688396,0.17879190851373764,0.08249263701685368,14,3404,665,0
49,27,22671,0.03875397537805147,0.12088000510140959,0.08212602972335811,14,3404,665,0
14,19,124715,0.0,0.08090333751488862,0.08090333751488862,14,3404,665,0
50,27,24524,0.12539106692079827,0.20628372703822626,0.08089266011742799,14,3404,665,0
28,23,91031,9.137365535263103e-05,0.08086217830595196,0.08077080465059934,14,3404,665,0
51,27,10272,0.026640050055339592,0.107074606544757,0.08043455648941741,14,3404,665,0
29,23,30474,0.0,0.0800750969245934,0.0800750969245934,14,3404,665,0
15,19,70858,0.04493384711051245,0.12406545355092384,0.0791316064404114,14,3404,665,0
52,27,90976,0.04522482757514872,0.1240707649023266,0.07884593732717787,14,3404,665,0
53,27,111733,0.0,0.07882366984397317,0.07882366984397317,14,3404,665,0
54,27,31182,0.0,0.0783003195609582,0.0783003195609582,14,3404,665,0
